symbol,company_name,raw_sector,raw_industry,business_desc,suggested_group_id,confidence_score,review_reason
CUPID,Cupid Limited,Market Leaders,Unclassified,,,0.00,no_match
AHLUCONT,Ahluwalia Contracts (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
PARKHOSPS,Park Medi World Limited,Market Leaders,Unclassified,,,0.00,no_match
JKPAPER,JK Paper Limited,Market Leaders,Unclassified,,,0.00,no_match
SURYAROSNI,Surya Roshni Limited,Market Leaders,Unclassified,,,0.00,no_match
HNDFDS,Hindustan Foods Limited,Market Leaders,Unclassified,,,0.00,no_match
RTNPOWER,RattanIndia Power Limited,Market Leaders,Unclassified,,,0.00,no_match
GREENLAM,Greenlam Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
SUPRAJIT,Suprajit Engineering Limited,Market Leaders,Unclassified,,,0.00,no_match
JAYNECOIND,Jayaswal Neco Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
WAKEFIT,Wakefit Innovations Limited,Market Leaders,Unclassified,,,0.00,no_match
HGINFRA,H.G. Infra Engineering Limited,Market Leaders,Unclassified,,,0.00,no_match
SUBROS,Subros Limited,Market Leaders,Unclassified,,,0.00,no_match
AXISCADES,AXISCADES Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
GOKEX,Gokaldas Exports Limited,Market Leaders,Unclassified,,ports_port_services,0.33,low_keyword_confidence
CHEMPLASTS,Chemplast Sanmar Limited,Market Leaders,Unclassified,,,0.00,no_match
SHARDAMOTR,Sharda Motor Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
PICCADIL,Piccadily Agro Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
INDIAGLYCO,India Glycols Limited,Market Leaders,Unclassified,,,0.00,no_match
MANINFRA,Man Infraconstruction Limited,Market Leaders,Unclassified,,,0.00,no_match
TIIL,Technocraft Industries (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
PILANIINVS,Pilani Investment and Industries Corporation Limited,Market Leaders,Unclassified,,,0.00,no_match
SMARTWORKS,Smartworks Coworking Spaces Limited,Market Leaders,Unclassified,,,0.00,no_match
SUPRIYA,Supriya Lifescience Limited,Market Leaders,Unclassified,,,0.00,no_match
GHCL,GHCL Limited,Market Leaders,Unclassified,,,0.00,no_match
SAATVIKGL,Saatvik Green Energy Limited,Market Leaders,Unclassified,,,0.00,no_match
EMUDHRA,eMudhra Limited,Market Leaders,Unclassified,,,0.00,no_match
MASFIN,MAS Financial Services Limited,Market Leaders,Unclassified,,,0.00,no_match
SKIPPER,Skipper Limited,Market Leaders,Unclassified,,,0.00,no_match
SENCO,Senco Gold Limited,Market Leaders,Unclassified,,,0.00,no_match
STYL,Seshaasai Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
RESPONIND,Responsive Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
BANSALWIRE,Bansal Wire Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
CRIZAC,Crizac Limited,Market Leaders,Unclassified,,,0.00,no_match
AGI,AGI Greenpac Limited,Market Leaders,Unclassified,,,0.00,no_match
CAPILLARY,Capillary Technologies India Limited,Market Leaders,Unclassified,,,0.00,no_match
KNRCON,KNR Constructions Limited,Market Leaders,Unclassified,,,0.00,no_match
GMMPFAUDLR,GMM Pfaudler Limited,Market Leaders,Unclassified,,,0.00,no_match
DYNAMATECH,Dynamatic Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
E2E,E2E Networks Limited,Market Leaders,Unclassified,,,0.00,no_match
GOKULAGRO,Gokul Agro Resources Limited,Market Leaders,Unclassified,,,0.00,no_match
FEDFINA,Fedbank Financial Services Limited,Market Leaders,Unclassified,,,0.00,no_match
KINGFA,Kingfa Science & Technology (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
KRN,KRN Heat Exchanger and Refrigeration Limited,Market Leaders,Unclassified,,amc_exchanges_depositories,0.29,low_keyword_confidence
DATAMATICS,Datamatics Global Services Limited,Market Leaders,Unclassified,,,0.00,no_match
WEBELSOLAR,Websol Energy System Limited,Market Leaders,Unclassified,,,0.00,no_match
PTC,PTC India Limited,Market Leaders,Unclassified,,,0.00,no_match
ITDC,India Tourism Development Corporation Limited,Market Leaders,Unclassified,,,0.00,no_match
ORIANA,Oriana Power Limited,Market Leaders,Unclassified,,,0.00,no_match
SIS,SIS LIMITED,Market Leaders,Unclassified,,,0.00,no_match
SEQUENT,Sequent Scientific Limited,Market Leaders,Unclassified,,,0.00,no_match
PDSL,PDS Limited,Market Leaders,Unclassified,,,0.00,no_match
SMLMAH,SML Mahindra Limited,Market Leaders,Unclassified,,,0.00,no_match
HCC,Hindustan Construction Company Limited,Market Leaders,Unclassified,,,0.00,no_match
ENTERO,Entero Healthcare Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
JKIL,J.Kumar Infraprojects Limited,Market Leaders,Unclassified,,,0.00,no_match
MIDWESTLTD,Midwest Limited,Market Leaders,Unclassified,,,0.00,no_match
ANUP,The Anup Engineering Limited,Market Leaders,Unclassified,,,0.00,no_match
GREAVESCOT,Greaves Cotton Limited,Market Leaders,Unclassified,,,0.00,no_match
SUVEN,Suven Life Sciences Limited,Market Leaders,Unclassified,,,0.00,no_match
LGBBROSLTD,LG Balakrishnan & Bros Limited,Market Leaders,Unclassified,,,0.00,no_match
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Market Leaders,Unclassified,,,0.00,no_match
REFEX,Refex Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
TARC,TARC Limited,Market Leaders,Unclassified,,,0.00,no_match
DBCORP,D.B.Corp Limited,Market Leaders,Unclassified,,,0.00,no_match
INNOVACAP,Innova Captab Limited,Market Leaders,Unclassified,,,0.00,no_match
NEPHROPLUS,Nephrocare Health Services Limited,Market Leaders,Unclassified,,,0.00,no_match
BALAMINES,Balaji Amines Limited,Market Leaders,Unclassified,,,0.00,no_match
NACLIND,NACL Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
CIGNITITEC,Cigniti Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
SJS,S.J.S. Enterprises Limited,Market Leaders,Unclassified,,,0.00,no_match
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,Market Leaders,Unclassified,,,0.00,no_match
NFL,National Fertilizers Limited,Market Leaders,Unclassified,,,0.00,no_match
SPARC,Sun Pharma Advanced Research Company Limited,Market Leaders,Unclassified,,,0.00,no_match
PACEDIGITK,Pace Digitek Limited,Market Leaders,Unclassified,,,0.00,no_match
RAIN,Rain Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
CEIGALL,Ceigall India Limited,Market Leaders,Unclassified,,,0.00,no_match
SGMART,SG Mart Limited,Market Leaders,Unclassified,,,0.00,no_match
GUJTHEM,Gujarat Themis Biosyn Limited,Market Leaders,Unclassified,,,0.00,no_match
GOPAL,Gopal Snacks Limited,Market Leaders,Unclassified,,packaged_foods_bev,0.32,low_keyword_confidence
BHARATRAS,Bharat Rasayan Limited,Market Leaders,Unclassified,,,0.00,no_match
LUMAXIND,Lumax Industries Limited,Market Leaders,Unclassified,,auto_anc_powertrain,0.32,low_keyword_confidence
ZOTA,Zota Health Care LImited,Market Leaders,Unclassified,,,0.00,no_match
AVANTEL,Avantel Limited,Market Leaders,Unclassified,,,0.00,no_match
EIEL,Enviro Infra Engineers Limited,Market Leaders,Unclassified,,,0.00,no_match
HUBTOWN,Hubtown Limited,Market Leaders,Unclassified,,,0.00,no_match
KITEX,Kitex Garments Limited,Market Leaders,Unclassified,,,0.00,no_match
NORTHARC,Northern Arc Capital Limited,Market Leaders,Unclassified,,,0.00,no_match
JAMNAAUTO,Jamna Auto Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
DCAL,Dishman Carbogen Amcis Limited,Market Leaders,Unclassified,,,0.00,no_match
AWFIS,Awfis Space Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
MOSCHIP,Moschip Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
RAMKY,Ramky Infrastructure Limited,Market Leaders,Unclassified,,,0.00,no_match
GOLDIAM,Goldiam International Limited,Market Leaders,Unclassified,,,0.00,no_match
JTEKTINDIA,Jtekt India Limited,Market Leaders,Unclassified,,,0.00,no_match
HEMIPROP,Hemisphere Properties India Limited,Market Leaders,Unclassified,,,0.00,no_match
63MOONS,63 moons technologies limited,Market Leaders,Unclassified,,,0.00,no_match
KIRLOSIND,Kirloskar Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
SINDHUTRAD,Sindhu Trade Links Limited,Market Leaders,Unclassified,,,0.00,no_match
BOROLTD,Borosil Limited,Market Leaders,Unclassified,,,0.00,no_match
CAMLINFINE,Camlin Fine Sciences Limited,Market Leaders,Unclassified,,,0.00,no_match
UFLEX,UFLEX Limited,Market Leaders,Unclassified,,,0.00,no_match
VAIBHAVGBL,Vaibhav Global Limited,Market Leaders,Unclassified,,,0.00,no_match
RPGLIFE,RPG Life Sciences Limited,Market Leaders,Unclassified,,,0.00,no_match
RAYMOND,Raymond Limited,Market Leaders,Unclassified,,,0.00,no_match
ORCHPHARMA,Orchid Pharma Limited,Market Leaders,Unclassified,,,0.00,no_match
MPSLTD,MPS Limited,Market Leaders,Unclassified,,,0.00,no_match
MCLOUD,Magellanic Cloud Limited,Market Leaders,Unclassified,,,0.00,no_match
TRUALT,TruAlt Bioenergy Limited,Market Leaders,Unclassified,,,0.00,no_match
GOODLUCK,Goodluck India Limited,Market Leaders,Unclassified,,,0.00,no_match
VADILALIND,Vadilal Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
EBGNG,GNG Electronics Limited,Market Leaders,Unclassified,,,0.00,no_match
QUESS,Quess Corp Limited,Market Leaders,Unclassified,,,0.00,no_match
WONDERLA,Wonderla Holidays Limited,Market Leaders,Unclassified,,,0.00,no_match
GREENPLY,Greenply Industries Limited,Market Leaders,Unclassified,,building_products,0.32,low_keyword_confidence
NEOGEN,Neogen Chemicals Limited,Market Leaders,Unclassified,,,0.00,no_match
INTERARCH,Interarch Building Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
PRECWIRE,Precision Wires India Limited,Market Leaders,Unclassified,,,0.00,no_match
KOLTEPATIL,Kolte - Patil Developers Limited,Market Leaders,Unclassified,,,0.00,no_match
JINDWORLD,Jindal Worldwide Limited,Market Leaders,Unclassified,,,0.00,no_match
MBAPL,Madhya Bharat Agro Products Limited,Market Leaders,Unclassified,,,0.00,no_match
MEDIASSIST,Medi Assist Healthcare Services Limited,Market Leaders,Unclassified,,,0.00,no_match
NPST,Network People Services Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
CENTUM,Centum Electronics Limited,Market Leaders,Unclassified,,,0.00,no_match
NSIL,Nalwa Sons Investments Limited,Market Leaders,Unclassified,,,0.00,no_match
GKENERGY,GK Energy Limited,Market Leaders,Unclassified,,,0.00,no_match
INDOSTAR,IndoStar Capital Finance Limited,Market Leaders,Unclassified,,,0.00,no_match
ROLEXRINGS,Rolex Rings Limited,Market Leaders,Unclassified,,,0.00,no_match
ADVENZYMES,Advanced Enzyme Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
SHAREINDIA,Share India Securities Limited,Market Leaders,Unclassified,,,0.00,no_match
POCL,Pondy Oxides & Chemicals Limited,Market Leaders,Unclassified,,,0.00,no_match
GUFICBIO,Gufic Biosciences Limited,Market Leaders,Unclassified,,,0.00,no_match
UNICHEMLAB,Unichem Laboratories Limited,Market Leaders,Unclassified,,,0.00,no_match
MSTCLTD,Mstc Limited,Market Leaders,Unclassified,,,0.00,no_match
ROSSARI,Rossari Biotech Limited,Market Leaders,Unclassified,,biotech_vaccines,0.32,low_keyword_confidence
JUBLCPL,Jubilant Agri and Consumer Products Limited,Market Leaders,Unclassified,,,0.00,no_match
CYIENTDLM,Cyient Dlm Limited,Market Leaders,Unclassified,,ems_electronics_manufacturing,0.32,low_keyword_confidence
SUNCLAY,Sundaram Clayton Limited,Market Leaders,Unclassified,,auto_anc_powertrain,0.32,low_keyword_confidence
RPEL,Raghav Productivity Enhancers Limited,Market Leaders,Unclassified,,,0.00,no_match
BALMLAWRIE,Balmer Lawrie & Company Limited,Market Leaders,Unclassified,,,0.00,no_match
FOSECOIND,Foseco India Limited,Market Leaders,Unclassified,,,0.00,no_match
DPABHUSHAN,D. P. Abhushan Limited,Market Leaders,Unclassified,,,0.00,no_match
SSWL,Steel Strips Wheels Limited,Market Leaders,Unclassified,,,0.00,no_match
INDOTHAI,Indo Thai Securities Limited,Market Leaders,Unclassified,,,0.00,no_match
GREENPANEL,Greenpanel Industries Limited,Market Leaders,Unclassified,,building_products,0.32,low_keyword_confidence
BBL,Bharat Bijlee Limited,Market Leaders,Unclassified,,,0.00,no_match
PROTEAN,Protean eGov Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
VISHNU,Vishnu Chemicals Limited,Market Leaders,Unclassified,,,0.00,no_match
SAMBHV,Sambhv Steel Tubes Limited,Market Leaders,Unclassified,,,0.00,no_match
BOMDYEING,Bombay Dyeing & Mfg Company Limited,Market Leaders,Unclassified,,,0.00,no_match
HLEGLAS,HLE Glascoat Limited,Market Leaders,Unclassified,,,0.00,no_match
HIKAL,Hikal Limited,Market Leaders,Unclassified,,,0.00,no_match
FLAIR,Flair Writing Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
KKCL,Kewal Kiran Clothing Limited,Market Leaders,Unclassified,,,0.00,no_match
ARKADE,Arkade Developers Limited,Market Leaders,Unclassified,,,0.00,no_match
PSPPROJECT,PSP Projects Limited,Market Leaders,Unclassified,,,0.00,no_match
STYLAMIND,Stylam Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
KRISHANA,Krishana Phoschem Limited,Market Leaders,Unclassified,,,0.00,no_match
GATEWAY,Gateway Distriparks Limited,Market Leaders,Unclassified,,,0.00,no_match
PRABHA,Prabha Energy Limited,Market Leaders,Unclassified,,,0.00,no_match
IMAGICAA,Imagicaaworld Entertainment Limited,Market Leaders,Unclassified,,,0.00,no_match
DDEVPLSTIK,Ddev Plastiks Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
PENIND,Pennar Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
WSTCSTPAPR,West Coast Paper Mills Limited,Market Leaders,Unclassified,,,0.00,no_match
GANECOS,Ganesha Ecosphere Limited,Market Leaders,Unclassified,,,0.00,no_match
KDDL,KDDL Limited,Market Leaders,Unclassified,,,0.00,no_match
MAITHANALL,Maithan Alloys Limited,Market Leaders,Unclassified,,,0.00,no_match
POLYPLEX,Polyplex Corporation Limited,Market Leaders,Unclassified,,,0.00,no_match
SIYSIL,Siyaram Silk Mills Limited,Market Leaders,Unclassified,,,0.00,no_match
EUROPRATIK,Euro Pratik Sales Limited,Market Leaders,Unclassified,,,0.00,no_match
HPL,HPL Electric & Power Limited,Market Leaders,Unclassified,,,0.00,no_match
EASEMYTRIP,Easy Trip Planners Limited,Market Leaders,Unclassified,,travel_ota,0.33,low_keyword_confidence
ASHIANA,Ashiana Housing Limited,Market Leaders,Unclassified,,,0.00,no_match
BRIGHOTEL,Brigade Hotel Ventures Limited,Market Leaders,Unclassified,,,0.00,no_match
SANDHAR,Sandhar Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
SHK,S H Kelkar and Company Limited,Market Leaders,Unclassified,,,0.00,no_match
TFCILTD,Tourism Finance Corporation of India Limited,Market Leaders,Unclassified,,,0.00,no_match
SUNDROP,Sundrop Brands Limited,Market Leaders,Unclassified,,,0.00,no_match
EFCIL,EFC (I) Limited,Market Leaders,Unclassified,,,0.00,no_match
ORISSAMINE,The Orissa Minerals Development Company Limited,Market Leaders,Unclassified,,,0.00,no_match
VEEDOL,Veedol Corporation Limited,Market Leaders,Unclassified,,,0.00,no_match
TEAMLEASE,Teamlease Services Limited,Market Leaders,Unclassified,,,0.00,no_match
AGIIL,Agi Infra Limited,Market Leaders,Unclassified,,,0.00,no_match
NOCIL,NOCIL Limited,Market Leaders,Unclassified,,,0.00,no_match
PREMEXPLN,Premier Explosives Limited,Market Leaders,Unclassified,,,0.00,no_match
MANINDS,Man Industries (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
TIRUMALCHM,Thirumalai Chemicals Limited,Market Leaders,Unclassified,,,0.00,no_match
SANGHVIMOV,Sanghvi Movers Limited,Market Leaders,Unclassified,,,0.00,no_match
FMGOETZE,Federal-Mogul Goetze (India) Limited.,Market Leaders,Unclassified,,,0.00,no_match
SBCL,Shivalik Bimetal Controls Limited,Market Leaders,Unclassified,,,0.00,no_match
FCL,Fineotex Chemical Limited,Market Leaders,Unclassified,,,0.00,no_match
VIMTALABS,Vimta Labs Limited,Market Leaders,Unclassified,,,0.00,no_match
MARINE,Marine Electricals (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
ARVSMART,Arvind SmartSpaces Limited,Market Leaders,Unclassified,,,0.00,no_match
KPEL,K.P. Energy Limited,Market Leaders,Unclassified,,,0.00,no_match
GIPCL,Gujarat Industries Power Company Limited,Market Leaders,Unclassified,,,0.00,no_match
ALPEXSOLAR,Alpex Solar Limited,Market Leaders,Unclassified,,,0.00,no_match
PRAKASH,Prakash Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
SABTNL,Sri Adhikari Brothers Television Network Limited,Market Leaders,Unclassified,,,0.00,no_match
RPSGVENT,RPSG VENTURES LIMITED,Market Leaders,Unclassified,,,0.00,no_match
BCG,Brightcom Group Limited,Market Leaders,Unclassified,,,0.00,no_match
BFUTILITIE,BF Utilities Limited,Market Leaders,Unclassified,,,0.00,no_match
RAMCOIND,Ramco Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
EPACKPEB,EPack Prefab Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
POKARNA,Pokarna Limited,Market Leaders,Unclassified,,,0.00,no_match
JTLIND,JTL INDUSTRIES LIMITED,Market Leaders,Unclassified,,,0.00,no_match
EVEREADY,Eveready Industries India Limited,Market Leaders,Unclassified,,,0.00,no_match
CARRARO,Carraro India Limited,Market Leaders,Unclassified,,,0.00,no_match
NRBBEARING,NRB Bearing Limited,Market Leaders,Unclassified,,,0.00,no_match
HONDAPOWER,Honda India Power Products Limited,Market Leaders,Unclassified,,,0.00,no_match
SAKSOFT,Saksoft Limited,Market Leaders,Unclassified,,,0.00,no_match
MOREPENLAB,Morepen Laboratories Limited,Market Leaders,Unclassified,,,0.00,no_match
HIRECT,Hind Rectifiers Limited,Market Leaders,Unclassified,,,0.00,no_match
VENUSPIPES,Venus Pipes & Tubes Limited,Market Leaders,Unclassified,,,0.00,no_match
MTNL,Mahanagar Telephone Nigam Limited,Market Leaders,Unclassified,,,0.00,no_match
ALEMBICLTD,Alembic Limited,Market Leaders,Unclassified,,,0.00,no_match
DIGITIDE,Digitide Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
NUCLEUS,Nucleus Software Exports Limited,Market Leaders,Unclassified,,ports_port_services,0.33,low_keyword_confidence
SERVOTECH,Servotech Renewable Power System Limited,Market Leaders,Unclassified,,,0.00,no_match
AUTOAXLES,Automotive Axles Limited,Market Leaders,Unclassified,,,0.00,no_match
LAOPALA,La Opala RG Limited,Market Leaders,Unclassified,,,0.00,no_match
HINDWAREAP,Hindware Home Innovation Limited,Market Leaders,Unclassified,,,0.00,no_match
JAYKAY,Jaykay Enterprises Limited,Market Leaders,Unclassified,,,0.00,no_match
WINDMACHIN,Windsor Machines Limited,Market Leaders,Unclassified,,,0.00,no_match
SOLARWORLD,Solarworld Energy Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
SIRCA,Sirca Paints India Limited,Market Leaders,Unclassified,,building_products,0.32,low_keyword_confidence
VIKRAN,Vikran Engineering Limited,Market Leaders,Unclassified,,,0.00,no_match
KALAMANDIR,Sai Silks (Kalamandir) Limited,Market Leaders,Unclassified,,,0.00,no_match
CARYSIL,CARYSIL LIMITED,Market Leaders,Unclassified,,,0.00,no_match
KCP,KCP Limited,Market Leaders,Unclassified,,,0.00,no_match
BEPL,Bhansali Engineering Polymers Limited,Market Leaders,Unclassified,,,0.00,no_match
KMEW,Knowledge Marine & Engineering Works Limited,Market Leaders,Unclassified,,,0.00,no_match
XPROINDIA,Xpro India Limited,Market Leaders,Unclassified,,,0.00,no_match
REPCOHOME,Repco Home Finance Limited,Market Leaders,Unclassified,,housing_finance,0.31,low_keyword_confidence
ADFFOODS,ADF Foods Limited,Market Leaders,Unclassified,,,0.00,no_match
GRMOVER,GRM Overseas Limited,Market Leaders,Unclassified,,,0.00,no_match
DIAMONDYD,Prataap Snacks Limited,Market Leaders,Unclassified,,packaged_foods_bev,0.32,low_keyword_confidence
CAPACITE,Capacite Infraprojects Limited,Market Leaders,Unclassified,,,0.00,no_match
ROSSTECH,Rossell Techsys Limited,Market Leaders,Unclassified,,,0.00,no_match
FILATEX,Filatex India Limited,Market Leaders,Unclassified,,,0.00,no_match
JINDALPOLY,Jindal Poly Films Limited,Market Leaders,Unclassified,,,0.00,no_match
MONARCH,Monarch Networth Capital Limited,Market Leaders,Unclassified,,,0.00,no_match
TASTYBITE,Tasty Bite Eatables Limited,Market Leaders,Unclassified,,,0.00,no_match
AEROFLEX,Aeroflex Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
HGS,Hinduja Global Solutions Limited,Market Leaders,Unclassified,,,0.00,no_match
JAICORPLTD,Jai Corp Limited,Market Leaders,Unclassified,,,0.00,no_match
MOLDTKPAC,Mold-Tek Packaging Limited,Market Leaders,Unclassified,,,0.00,no_match
COSMOFIRST,COSMO FIRST LIMITED,Market Leaders,Unclassified,,,0.00,no_match
PFS,PTC India Financial Services Limited,Market Leaders,Unclassified,,,0.00,no_match
MBEL,M & B Engineering Limited,Market Leaders,Unclassified,,,0.00,no_match
BAJEL,Bajel Projects Limited,Market Leaders,Unclassified,,,0.00,no_match
KSHINTL,KSH International Limited,Market Leaders,Unclassified,,,0.00,no_match
INSECTICID,Insecticides (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
NDRAUTO,Ndr Auto Components Limited,Market Leaders,Unclassified,,auto_anc_powertrain,0.32,low_keyword_confidence
FINOPB,Fino Payments Bank Limited,Market Leaders,Unclassified,,,0.00,no_match
STYLEBAAZA,Baazar Style Retail Limited,Market Leaders,Unclassified,,,0.00,no_match
LANDMARK,Landmark Cars Limited,Market Leaders,Unclassified,,,0.00,no_match
MAYURUNIQ,Mayur Uniquoters Ltd,Market Leaders,Unclassified,,,0.00,no_match
GENESYS,Genesys International Corporation Limited,Market Leaders,Unclassified,,,0.00,no_match
GVPIL,GE Power India Limited,Market Leaders,Unclassified,,,0.00,no_match
SULA,Sula Vineyards Limited,Market Leaders,Unclassified,,,0.00,no_match
SIMPLEXINF,Simplex Infrastructures Limited,Market Leaders,Unclassified,,,0.00,no_match
SGFIN,SG Finserve Limited,Market Leaders,Unclassified,,,0.00,no_match
CANTABIL,Cantabil Retail India Limited,Market Leaders,Unclassified,,,0.00,no_match
DELTACORP,Delta Corp Limited,Market Leaders,Unclassified,,,0.00,no_match
STUDDS,Studds Accessories Limited,Market Leaders,Unclassified,,,0.00,no_match
SASKEN,Sasken Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
RANEHOLDIN,Rane Holdings Limited,Market Leaders,Unclassified,,,0.00,no_match
IDEAFORGE,Ideaforge Technology Limited,Market Leaders,Unclassified,,,0.00,no_match
RPTECH,Rashi Peripherals Limited,Market Leaders,Unclassified,,,0.00,no_match
ACCELYA,Accelya Solutions India Limited,Market Leaders,Unclassified,,,0.00,no_match
VENKEYS,Venky's (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
TIL,TIL Limited,Market Leaders,Unclassified,,,0.00,no_match
YASHO,Yasho Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
INDIANHUME,Indian Hume Pipe Company Limited,Market Leaders,Unclassified,,,0.00,no_match
MOL,Meghmani Organics Limited,Market Leaders,Unclassified,,,0.00,no_match
UGROCAP,Ugro Capital Limited,Market Leaders,Unclassified,,,0.00,no_match
THEJO,Thejo Engineering Limited,Market Leaders,Unclassified,,,0.00,no_match
HITECH,Hi-Tech Pipes Limited,Market Leaders,Unclassified,,,0.00,no_match
AMRUTANJAN,Amrutanjan Health Care Limited,Market Leaders,Unclassified,,,0.00,no_match
SHRINGARMS,Shringar House of Mangalsutra Limited,Market Leaders,Unclassified,,,0.00,no_match
WHEELS,Wheels India Limited,Market Leaders,Unclassified,,,0.00,no_match
APCOTEXIND,Apcotex Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
PIXTRANS,Pix Transmissions Limited,Market Leaders,Unclassified,,,0.00,no_match
UNIPARTS,Uniparts India Limited,Market Leaders,Unclassified,,,0.00,no_match
WAAREEINDO,Indosolar Limited,Market Leaders,Unclassified,,,0.00,no_match
RAJRATAN,Rajratan Global Wire Limited,Market Leaders,Unclassified,,,0.00,no_match
INDNIPPON,India Nippon Electricals Limited,Market Leaders,Unclassified,,,0.00,no_match
VINCOFE,Vintage Coffee And Beverages Limited,Market Leaders,Unclassified,,,0.00,no_match
MUKANDLTD,Mukand Limited,Market Leaders,Unclassified,,,0.00,no_match
DYCL,Dynamic Cables Limited,Market Leaders,Unclassified,,,0.00,no_match
NELCO,NELCO Limited,Market Leaders,Unclassified,,,0.00,no_match
MSPL,MSP Steel & Power Limited,Market Leaders,Unclassified,,,0.00,no_match
NITINSPIN,Nitin Spinners Limited,Market Leaders,Unclassified,,,0.00,no_match
RAMCOSYS,Ramco Systems Limited,Market Leaders,Unclassified,,ems_electronics_manufacturing,0.33,low_keyword_confidence
NIBE,NIBE Limited,Market Leaders,Unclassified,,,0.00,no_match
LAXMIDENTL,Laxmi Dental Limited,Market Leaders,Unclassified,,,0.00,no_match
ALLTIME,All Time Plastics Limited,Market Leaders,Unclassified,,,0.00,no_match
VIDHIING,Vidhi Specialty Food Ingredients Limited,Market Leaders,Unclassified,,,0.00,no_match
RHETAN,Rhetan TMT Limited,Market Leaders,Unclassified,,,0.00,no_match
WENDT,Wendt (India) Limited,Market Leaders,Unclassified,,,0.00,no_match
UNITECH,Unitech Limited,Market Leaders,Unclassified,,,0.00,no_match
MOTISONS,Motisons Jewellers Limited,Market Leaders,Unclassified,,,0.00,no_match
DEEDEV,DEE Development Engineers Limited,Market Leaders,Unclassified,,,0.00,no_match
ADOR,Ador Welding Limited,Market Leaders,Unclassified,,,0.00,no_match
GARUDA,Garuda Construction and Engineering Limited,Market Leaders,Unclassified,,,0.00,no_match
PRECAM,Precision Camshafts Limited,Market Leaders,Unclassified,,,0.00,no_match
ASTEC,Astec LifeSciences Limited,Market Leaders,Unclassified,,,0.00,no_match
BETA,Beta Drugs Limited,Market Leaders,Unclassified,,,0.00,no_match
FUSION,Fusion Finance Limited,Market Leaders,Unclassified,,,0.00,no_match
TALBROAUTO,Talbros Automotive Components Limited,Market Leaders,Unclassified,,,0.00,no_match
BLSE,BLS E-Services Limited,Market Leaders,Unclassified,,,0.00,no_match
NAVKARCORP,Navkar Corporation Limited,Market Leaders,Unclassified,,,0.00,no_match
SPMLINFRA,SPML Infra Limited,Market Leaders,Unclassified,,,0.00,no_match
JYOTISTRUC,Jyoti Structures Limited,Market Leaders,Unclassified,,,0.00,no_match
JGCHEM,J.G.Chemicals Limited,Market Leaders,Unclassified,,,0.00,no_match
GOCLCORP,GOCL Corporation Limited,Market Leaders,Unclassified,,,0.00,no_match
HUHTAMAKI,Huhtamaki India Limited,Market Leaders,Unclassified,,,0.00,no_match
QUICKHEAL,Quick Heal Technologies Limited,Market Leaders,Unclassified,,,0.00,no_match
JINDRILL,Jindal Drilling And Industries Limited,Market Leaders,Unclassified,,,0.00,no_match
